,Year,Fluid Milk,Fluid Cream,Sour Cream,Yoghurt,Butter,American Cheese,Other Cheeses,Total,Cottage Cheese,Ice cream,Lowfat and non fat icecream,Sherbet,Frozen Yoghurt,Other Frozen Prodcuts,Total,Whole Milk/Evaporated_Condensed,Skim Milk/Evaporated_Condensed,Total/Evaporated_Condensed,Whole Milk/Dry,Nonfat Milk/Dry,Buttermilk/Dry,Total/Dry,Dried Whey,All Dairy
88,1992,216.7133177916215,4.7833646506623415,2.697708507138012,4.411525029513009,4.3241570453183025,11.255852608468864,14.59112707965153,25.846979688120392,3.0629131081302017,15.64302786363247,5.927736731881632,1.1580651942046136,3.109453704640824,2.7603221562200773,28.598605650579618,3.1870382336683614,5.212266537949504,8.399304771617865,0.506328512927511,2.809145246542185,0.23589496056739356,3.5513687200370896,3.757191682172414,562.4148481474849
89,1993,211.20810714107088,4.851511432407789,2.670062596424271,4.879658128182242,4.654112312923864,11.312981498914526,14.71543294076963,26.028414439684155,2.872286795642735,15.453689650535052,5.803923075445237,1.1630900463007434,3.431250120074542,3.2196622543274884,29.07161514668306,2.8116731667018886,5.1449539874354,7.956627154137289,0.4743766229275135,2.4522692442509086,0.19019807496493824,3.1168439421433605,3.782828379858216,569.2647595627366
90,1994,209.68661401761895,4.8189840608681775,2.6983270372369135,5.223246335012295,4.7303709439863955,11.423723409101264,15.128794090405263,26.55251749950653,2.7749851956452423,15.415129291364886,6.309312318741555,1.2249654565055652,3.4087975827145875,3.1666173188174724,29.524821968144067,2.5336514371612084,5.485203237218908,8.018854674380115,0.4100674433258933,3.475845674950419,0.18372583853383745,4.0696389568101505,3.786878027300749,579.1878799890111
91,1995,206.67122330797136,4.987268944486589,2.8804482533292273,6.145364798209014,4.610306858742898,11.687227794927004,14.984726029577795,26.671953824504797,2.6666604140952965,14.989664499525428,6.9658647118627535,1.2016191658819688,3.4169052022644313,2.387941791061575,28.961995370596156,1.9996246416975656,4.468020646646014,6.467645288343579,0.41353687954171153,3.4219558346004346,0.2100863980311903,4.045579112173336,3.1592847080959987,572.0950684537366
92,1996,205.76553301112867,5.3119223145281635,2.828570792222544,5.871026586536857,4.293474099445207,11.808697425219354,15.260577453721647,27.069274878941002,2.559834907497024,15.090834251131954,7.000485784319179,1.16736567692747,2.5334950142212436,1.798885291859957,27.591066018459806,2.021505469686739,3.9977456720992413,6.019251141785981,0.35971554546904155,3.7250614666318334,0.17683661701283435,4.261613629113709,3.0556533650028275,562.6561539250093
93,1997,202.23952583377041,5.52362578719003,2.912190488066988,5.752684339458361,4.187137874589212,11.814854424547772,15.47328002981015,27.288134454357923,2.587691270446151,15.533945007914639,7.247391100427977,1.1608137421586446,2.015668054171308,1.8401536026264935,27.79797150729906,2.4799724750320924,3.940134606396354,6.420107081428446,0.3796728652459401,3.323694565049177,0.19160755115201972,3.894974981447137,3.1438480513958265,565.0924205936138
94,1998,198.8479413022831,5.597163717038724,2.9617116300651793,5.930924134145483,4.3377695094862405,11.97840591226944,15.630749786497367,27.609155698766806,2.636607935099506,15.710482950944352,7.551925828006447,1.1813918113829383,2.1045578834905747,1.9231117469170478,28.47147022074136,1.9645055942581038,4.053520076128147,6.018025670386251,0.44712850804918247,3.1891569510841706,0.16877025876899118,3.805055717902344,3.1886028028239117,570.8891176610241
95,1999,197.94653096330273,6.031393348623853,3.013904816513761,6.136513659951487,4.6149737897887535,12.69865309350027,16.180385545822013,28.87903863932228,2.5774396247695086,16.178950571975868,7.007286202760521,1.169730929662185,1.9502676381603676,1.870423745502066,28.176659088061008,2.0445454301408583,4.400489920488404,6.445035350629262,0.41046347410444156,2.6832189777213085,0.1690971911419825,3.2627796429677325,2.9285729021291886,583.912429024989
96,2000,196.4674028606665,6.205434982918219,3.2391590944530284,6.502404564634573,4.466170349365629,12.68387484645841,16.854008572852067,29.537883419310475,2.60324733962498,16.096109920852737,6.640225224427644,1.1013332861164724,2.003647502523151,1.6923703454503638,27.533686279370365,2.0081852651573766,3.822532461494181,5.8307177266515575,0.3044789808240523,2.6575032924508455,0.20563415195566337,3.167616425230561,2.743054725017384,591.0801521064863
97,2001,192.6532911164551,6.815593499847462,3.4726904605501736,7.027259962604527,4.343024575706233,12.81325828076683,16.991948006722314,29.805206287489142,2.6001841883589387,15.77447504384711,6.545884902432754,1.104767038577214,1.493468385589311,1.597215544034377,26.515810914480767,2.0119216204205275,3.448408336248666,5.460329956669193,0.18545138245349338,3.344635730162968,0.1685225380134233,3.698609650629885,2.397858430972024,586.2598945280406
98,2002,191.3188018700816,6.462733512373289,3.5823001350843335,8.034513924437173,4.397573535462436,12.831410153805924,17.40138193899471,30.232792092800636,2.597856589819334,16.19757709154312,5.795113082766981,1.1849853895883127,1.4713395039440125,1.6188552598242154,26.267870327666643,2.337018486754912,3.737716374379899,6.074734861134811,0.19395542354310782,3.081027107444394,0.19071184016089587,3.465694371148398,2.5046531996291597,588.6167172852735
99,2003,188.67556172583647,7.408902072425252,3.2205129882462162,8.646839088977845,4.453272553650728,12.561873819060779,17.695864891565986,30.257738710626764,2.6460661868517446,15.901952479590836,6.704843043712791,1.1147803040010704,1.4500396489736314,1.4789235310020352,26.650539007280365,2.649269492578556,3.2952946424313243,5.94456413500988,0.1826243203373263,3.3740164479881503,0.18807189613614603,3.7447126644616224,2.446283638334075,597.1372859919536
100,2004,185.83993128799597,7.892965814459427,3.368074906559211,9.241761330840417,4.494175365608024,12.8611823379202,18.09621507621256,30.957397414132757,2.6538831438089927,14.620914033901734,6.512912343672682,1.1214353854981844,1.3187344095648659,1.59100024761198,25.164996420249444,2.2899316130669614,3.2408138079411284,5.53074542100809,0.14315935404299526,4.290940278749644,0.16282791996549753,4.596927552758137,2.1496723504835784,594.7897997342878
101,2005,184.91671116633344,7.952577992989836,3.496158862564409,10.359074642611166,4.513320573670923,12.648997347793342,18.662967319508706,31.31196466730205,2.6490766876200613,15.107387711790073,5.996565349955381,1.1394858429198473,1.3366590969243486,1.6131743281395678,25.193272329729215,2.353722588222654,3.7162745842781084,6.069997172500763,0.15175837217218777,4.197941575560739,0.2145744689212681,4.564274416654194,1.9481423429719673,604.2784171824477
102,2006,185.21552994982355,8.235284330576143,3.7542715472044956,11.083532436478727,4.664971432323265,13.065612198172914,19.097723845864472,32.163336044037386,2.602119945989212,15.311919489176812,6.123496874914557,1.1899831711696975,1.327443284534157,1.668250718885453,25.62109353868068,2.2711768842636717,4.220612411450407,6.491789295714079,0.11132470829651216,3.210593597628639,0.24641146745109233,3.5683297733762434,1.9404163053488848,612.7758107826588
103,2007,183.45818443898585,,3.7635134795706455,11.569818832277575,4.683704329068832,12.792852971172797,19.8810547212104,32.673907692383196,2.5629800026732763,14.76172906724253,6.11912593173419,1.2470036936640128,1.4867356836302226,1.6436872903208126,25.258281666591767,2.0880593306120194,5.577200822284606,7.665260152896625,0.164556166998324,2.8605723189831354,0.2310830955215723,3.256211581503032,1.6660362241643591,613.0486689564148
104,2008,181.66251491097262,,3.781521420465869,11.739178538098901,4.973427440996872,13.130551733447874,19.01825666772558,32.148808401173454,2.3431110440473346,14.235340790446294,6.107328327782566,1.136163201671288,1.5472554603181616,1.5292107083424433,24.555298488560755,2.342197904281324,5.102477279619388,7.444675183900712,0.09496261686777945,3.061304354557576,0.2566587095106647,3.41292568093602,1.982111884398031,607.3562082127246
105,2009,180.92415292116732,,3.8924250964678113,12.475272625079214,4.951093167211236,13.3553020748826,18.901668706765363,32.256970781647965,2.3789208075688255,13.922743527548969,6.3140897429394585,1.0402049761961873,0.8983884128373575,1.6130007745331163,23.788427434055084,2.28982711181266,4.981008400947536,7.270835512760195,0.25219150664114925,4.00126783737141,0.23830061654490706,4.4917599605574665,1.7545293523993701,607.7732710473813
106,2010,177.73536755747332,,3.9699773245111127,13.4569750134924,4.912109456142473,13.304768995830193,19.41931519319266,32.724084189022854,2.3214116062328265,13.952612367174991,6.478955618957071,0.9549905681121695,0.9704873724628741,1.5900366964004213,23.947082623107526,1.9688467213045642,5.205734755114317,7.174581476418881,0.20534922308498635,3.237593061132235,0.26004929100844837,3.70299157522567,1.3947004435824322,604.1270191467814
107,2011,173.43767545953742,,4.028156990687999,13.665144806431805,5.379929694345073,13.039124551898825,19.976373091095965,33.01549764299479,2.255310359057777,13.21681017214792,6.436115040054279,0.8802017978977564,1.2161273201835716,1.5597457933614294,23.309000123644957,1.9290702852181503,5.239840932909165,7.168911218127315,0.208745017059343,2.9993936446420704,0.3024740074902545,3.510612669191668,0.9978334278294824,602.8245249666336
108,2012,169.45808952774232,,4.081814864746149,14.049970178038537,5.511414451680155,13.256856861431041,20.04039798243489,33.29725484386593,2.2577920028267213,13.173861828215886,6.990855497562228,0.8403159182973311,1.1099172754177247,1.644982070363863,23.759932589857033,2.0088020623813794,5.33958698270749,7.34838904508887,0.1676645237825606,3.620020272459662,0.31015933223760805,4.097844128479831,1.2774679936876228,613.5821197624409
109,2013,164.63397064716935,,4.053878096910883,14.956286906112926,5.479387848089181,13.357236521580635,20.091192403733924,33.44842892531456,2.1426658701016885,13.051117007734488,6.037722419978332,0.8798754513693092,1.4217750286768893,1.582068544251534,22.972558452010553,1.9106024819741636,5.304985253776441,7.215587735750605,0.16121794756477253,2.8837219925750808,0.3927064667266736,3.437646406866527,1.0863031479945513,606.3407445365026
110,2014,158.52950110670088,,4.093295237066921,14.876698846943713,5.50771050672702,13.665429754641233,20.508319567559433,34.17374932220066,2.0959676760046877,12.480814878778661,6.19913012854304,0.912495381218017,1.2537002244873612,1.62817803315372,22.474318646180794,1.4395017576815052,5.424775579647863,6.864277337329368,0.19341683707159543,3.094215863793412,0.29230613997173777,3.5799388408367454,0.9117326141810854,614.5992612906496
111,2015,155.12521937589236,,4.134384350103235,14.41203511043424,5.614607436780521,14.044326757996354,21.071724332526554,35.11605109052291,2.1209010160083084,12.873097984268135,6.497632786375017,0.8286826984014181,1.3746970224327397,1.689465553980476,23.26357604545779,2.192690841050376,5.501916116378807,7.694606957429182,0.3265123958668175,3.229842520088224,0.32787349862851145,3.8842284145835535,1.503471633557022,628.0484780647486
112,2016,153.1030509751043,,4.254825732097186,13.762363371635795,5.708891039457728,14.361976977476411,22.079813953794076,36.44179093127049,2.1576210503933595,12.937823121242804,6.397120721967293,0.8212624387414114,1.2396297398636371,1.557118534946035,22.95295455676118,2.0608734799863004,5.396308675661765,7.4571821556480655,0.2660578011374027,2.9458345146716973,0.30292020592793606,3.514812521737036,1.304947025308075,644.2167059091936
113,2017,148.80631350184476,,4.2683406906914705,13.75694114891064,5.701327247837317,15.090132246317818,21.868521318623767,36.958653564941585,2.075315147139184,12.326954700071212,6.690527847838491,0.7939582178104139,1.1617250762539675,1.729365227329886,22.702531069303973,1.7959642287794286,5.132880161482446,6.928844390261875,0.33686296960729795,2.7743946383773994,0.33221708711858755,3.443474695103285,1.374190386322172,643.2015254832968
114,2018,144.8592304729773,,4.288896868447991,13.614375427725527,6.046748311907231,15.403871755187511,22.59446703902806,37.99833879421557,2.125475801750313,11.970672961593984,6.6235582550237915,0.7038333584931074,1.0133854483649127,1.7774774646690368,22.08892748814483,1.9536140006064857,4.903484627795798,6.857098628402284,0.3310583650799598,2.274213641644931,0.35880513089073657,2.9640771376156274,1.3958260436671062,644.2023456273415
115,2019,141.68190221261074,,4.339255026275431,13.371123731242747,6.164666558072228,15.540733664199111,22.7938754904095,38.334609154608614,2.0869652704426827,12.303486478789846,6.769139947936165,0.8143669602306831,1.042998581588905,1.805306943614191,22.735298912159788,1.902780946476806,4.807513229147316,6.710294175624123,0.2957066592122814,2.683942130834167,0.3500316635007225,3.3296804535471707,1.384232037556668,651.3879540077539
116,2020,140.811662801924,,4.428531736348619,13.72048480409715,6.344205719491191,15.538378592751505,22.520760859627934,38.05913945237944,2.0339792940607966,12.750747484247713,6.573790058815444,0.6818856929355127,0.6503814228043295,1.6788140871828539,22.335618745985855,2.1486739437482414,4.771170601795234,6.919844545543475,0.29238020261837133,2.4389612642275855,0.3652708073738652,3.0966122742198223,1.0893479882312154,653.5656703654167
117,2021,134.36890773581766,,4.501778121790153,14.303439417034221,6.45935937181625,16.058085751855103,23.065701019565147,39.12378677142025,1.9322604607327603,12.04821370140373,6.486110097442101,0.7737688785418093,0.8854685882457048,1.8025503018793039,21.99611156751265,2.0455908023165956,4.465877824925026,6.511468627241621,0.22402366946400581,2.3391400693374593,0.36054016811432554,2.9237039069157906,1.0327044616594405,661.3231492327501
