,Unnamed: ,Year,US Population,Shell Total,Shell Per Capita,Processed Total,Processed Per Capita,Total Farm Weight Count,Total Farm Weight Count Per Capita,Total Farm Weight Pounds,Total Farm Weight Pounds Per Capita,Total Retail Weight Count,Total Retail Weight Count Per Capita,Total Retai Weight Pounds,Total Retail Weight Pounds Per Capita
20,25,1929,121.767,0.0,0.0,0.0,0.0,40716.0,334.3763088521521,5327.01,43.74756707482323,5167.1997,42.43514006257853,39494.52,324.3450195865875
21,26,1930,123.188,0.0,0.0,0.0,0.0,40776.0,331.0062668441731,5334.860000000001,43.30665324544599,5174.814200000001,42.00745364808261,39552.72,321.07607883884793
22,27,1931,124.149,0.0,0.0,0.0,0.0,41268.0,332.4070270400889,5399.2300000000005,43.48991937107831,5237.2531,42.18522178994595,40029.96,322.43481622888623
23,28,1932,124.949,0.0,0.0,0.0,0.0,39096.0,312.89566142986337,5115.06,40.93718237040713,4961.608200000001,39.70906689929492,37923.12,303.50879158696745
24,29,1933,125.69,0.0,0.0,0.0,0.0,37236.0,296.2526851778184,4871.71,38.75972631076458,4725.5587,37.59693452144164,36118.92,287.3651046224839
25,30,1934,126.485,0.0,0.0,0.0,0.0,36480.0,288.41364588686406,4772.8,37.73411867019805,4629.616,36.60209511009211,35385.6,279.76123651025813
26,31,1935,127.362,0.0,0.0,0.0,0.0,35568.0,279.2669713101239,4653.4800000000005,36.53742874640788,4513.8756,35.44130588401564,34500.96,270.8889621708202
27,32,1936,128.181,0.0,0.0,0.0,0.0,36972.0,288.43588363329974,4837.17,37.737028108690055,4692.0549,36.60491726542935,35862.84,279.78280712430075
28,33,1937,128.961,0.0,0.0,0.0,0.0,39684.0,307.7209388885012,5191.99,40.26015617124556,5036.230299999999,39.05235148610819,38493.48,298.4893107218461
29,34,1938,129.969,0.0,0.0,0.0,0.0,40284.0,309.9508344297486,5270.49,40.55190083789211,5112.3753,39.33534381275535,39075.48,300.65230939685614
30,35,1939,131.028,0.0,0.0,0.0,0.0,40980.0,312.7575785328327,5361.55,40.91911652471228,5200.7035,39.691543028970905,39750.6,303.3748511768477
31,36,1940,132.122,0.0,0.0,0.0,0.0,42120.0,318.79626405897574,5510.7,41.70917788104933,5345.379,40.457902544617845,40856.4,309.2323761372065
32,37,1941,133.402,0.0,0.0,0.0,0.0,41772.0,313.12873869956974,5465.17,40.967676646527046,5301.2149,39.73864634713123,40518.84,303.7348765385826
33,38,1942,134.86,0.0,0.0,0.0,0.0,43776.0,324.60329230312914,5727.360000000001,42.46893074299273,5498.265600000001,40.77017351327302,42024.96,311.619160611004
34,39,1943,136.739,0.0,0.0,0.0,0.0,49272.0,360.3361147880268,6446.42,47.14397501810018,6188.5632,45.25821601737616,47301.12,345.9226701965057
35,40,1944,138.397,0.0,0.0,0.0,0.0,51696.0,373.5341083983034,6763.56,48.87071251544471,6493.0176,46.91588401482692,49628.16,358.5927440623713
36,41,1945,139.928,0.0,0.0,0.0,0.0,58968.0,421.4167286032817,7714.98,55.13535532559602,7406.3808,52.92994111257218,56609.28,404.5600594591504
37,42,1946,141.389,0.0,0.0,0.0,0.0,54456.0,385.1501884870817,7124.66,50.39048299372652,6839.673599999999,48.37486367397746,52277.76,369.7441809475984
38,43,1947,144.126,0.0,0.0,0.0,0.0,55572.0,385.5792847924732,7270.67,50.44662309368192,7052.5499,48.93322440087146,53904.84,374.011906248699
39,44,1948,146.631,0.0,0.0,0.0,0.0,58032.0,395.76897109069705,7592.52,51.779773717699534,7364.7444,50.22638050616855,56291.04,383.89590195797615
40,45,1949,149.188,0.0,0.0,0.0,0.0,57372.0,384.5617609995442,7506.17,50.31349706410704,7280.984899999999,48.80409215218382,55650.84,373.0249081695579
41,46,1950,151.684,0.0,0.0,0.0,0.0,59364.0,391.3662614382532,7766.79,51.20375253817146,7533.7863,49.66763996202632,57583.08,379.6252735951056
42,47,1951,154.287,0.0,0.0,0.0,0.0,61152.0,396.352252620117,8000.72,51.856086384465314,7760.6984,50.30040379293136,59317.44,384.4616850415135
43,48,1952,156.954,0.0,0.0,0.0,0.0,61224.0,390.0760732443901,8010.14,51.03495291614104,7769.8358,49.5039043286568,59387.28,378.3737910470584
44,49,1953,159.565,0.0,0.0,0.0,0.0,60540.0,379.4065114530129,7920.650000000001,49.63901858176919,7683.030500000001,48.149848024316114,58723.8,368.0243161094224
45,50,1954,162.391,0.0,0.0,0.0,0.0,61044.0,375.9075318213448,7986.59,49.18123541329261,7746.9923,47.70579835089383,59212.68,364.6303058667045
46,51,1955,165.275,0.0,0.0,0.0,0.0,61344.0,371.1632128271064,8025.84,48.56052034487975,7785.0648,47.10370473453335,59503.68,360.02831644229315
47,52,1956,168.221,0.0,0.0,0.0,0.0,62004.0,368.5865617253494,8112.19,48.22340849239989,7868.8243,46.77670623762789,60143.88,357.5289648735889
48,53,1957,171.274,0.0,0.0,0.0,0.0,61920.0,361.52597592162266,8101.200000000001,47.299648516412304,7858.164000000001,45.88065906091993,60062.4,350.680196643974
49,54,1958,174.141,0.0,0.0,0.0,0.0,61620.0,353.851189553293,8061.950000000001,46.29553063322251,7820.0915,44.90666471422583,59771.4,343.23565386669424
50,55,1959,177.073,0.0,0.0,0.0,0.0,62268.0,351.6515787274175,8146.73,46.00774821683712,7902.328100000001,44.62751577033201,60399.96,341.10203136559494
51,56,1960,180.671,0.0,0.0,0.0,0.0,60312.0,333.82225149581285,7890.820000000001,43.67507790403552,7654.0954,42.36482556691445,58502.64,323.80758395093847
52,57,1961,183.691,0.0,0.0,0.0,0.0,60252.0,328.0073601864,7882.97,42.914296291054,7646.4809,41.62686740232238,58444.44,318.16713938080795
53,58,1962,186.538,0.0,0.0,0.0,0.0,60780.0,325.83173401666147,7952.05,42.629651867179874,7713.4885,41.35076231116448,58956.6,316.0567819961616
54,59,1963,189.242,0.0,0.0,0.0,0.0,59964.0,316.8641210724892,7845.29,41.45638917365067,7609.9313,40.21269749844115,58165.08,307.35819744031454
55,60,1964,191.889,0.0,0.0,0.0,0.0,61008.0,317.93380548129386,7981.88,41.59633955046928,7742.4236,40.3484493639552,59177.76,308.395791316855
56,61,1965,194.303,0.0,0.0,0.0,0.0,61116.0,314.53966228004714,7996.01,41.1522724816395,7756.1297,39.91770430719032,59282.52,305.1034724116457
57,62,1966,196.56,55728.0,283.5164835164835,5904.0,30.03663003663004,61632.0,313.5531135531136,8063.52,41.02319902319903,7878.05904,40.07966544566545,60214.464,306.3413919413919
58,63,1967,198.712,57072.0,287.2096300173115,6828.0,34.36128668625951,63900.0,321.570916703571,8360.25,42.07219493538388,8170.472325,41.117156110350656,62449.47,314.2712568943999
59,64,1968,200.706,57180.0,284.89432303967,6336.0,31.56856297270635,63516.0,316.4628860123763,8310.01,41.40389425328591,8124.696777,40.480587411437625,62099.5932,309.4057636543004
60,65,1969,202.677,56472.0,278.6305303512485,6288.8399999999965,31.02887846178894,62760.84,309.6594088130375,8211.2099,40.51377265303907,8030.5632822,39.622469654672216,61380.10152,302.8469018191507
61,66,1970,205.052,56566.8,275.8656340830619,6774.443999999996,33.037688001092384,63341.244,308.9033220841543,8287.14609,40.414851306010185,8107.315019846999,39.53784903266976,61966.7390052,302.2001199949281
62,67,1971,207.661,56889.528,273.9538382267253,7465.728000000003,35.95151713610164,64355.256,309.9053553628269,8419.81266,40.545950659969854,8240.470650342,39.6823219109125,62984.4890472,303.3043712935987
63,68,1972,209.896,56161.87200000003,267.56999656972994,7441.739999999976,35.454415520066966,63603.61200000001,303.0244120897969,8321.472570000002,39.645693915081765,8146.7216460300015,38.81313434286505,62267.93614800001,296.6608994359112
64,69,1973,211.909,54461.43599999999,257.0038837425498,6656.4360000000015,31.411766371414156,61117.87199999999,288.415650113964,7996.2549199999985,37.73438088991029,7830.732443155998,36.95327920548914,59852.73204959999,282.44544615660493
65,70,1974,213.854,53340.31199999999,249.42396214239616,7179.336000000025,33.57120278320735,60519.648000000016,282.9951649256035,7917.987280000002,37.02520074443313,7757.252138216002,36.273589169321134,59291.09914560002,277.25036307761377
66,71,1975,215.973,52993.31999999999,245.370115708908,6608.388000000006,30.598213665597115,59601.70799999999,275.9683293745051,7797.890129999999,36.10585642649775,7641.932327399999,35.38373929796779,58409.67383999999,270.448962787015
67,72,1976,218.035,51746.40000000001,237.33070378608943,7084.103999999985,32.490673515719884,58830.50399999999,269.8213773018093,7696.99094,35.30163019698672,7545.360218481999,34.60618808210608,57671.5430712,264.50589616896366
68,73,1977,220.239,50891.352,231.0732976448313,7917.6600000000035,35.95030852846228,58809.012,267.0236061732936,7694.179070000001,34.93558847433925,7545.681413949002,34.2613316167845,57673.9980684,261.87005057414905
69,74,1978,222.585,52796.40000000002,237.196576588719,7644.899999999972,34.34598018734403,60441.3,271.54255677606307,7907.73675,35.526817844868255,7757.48975175,34.85180830581576,59292.91529999999,266.3832481973178
70,75,1979,225.055,54269.952000000005,241.14084112772437,7970.363999999972,35.41518295527747,62240.31599999998,276.55602408300183,8143.108009999998,36.18274648419274,7990.831890212998,35.50612912493834,61076.42209079998,271.38442643264966
71,76,1980,227.726,53795.784,236.23031186601443,7948.667999999991,34.904525614115165,61744.45199999999,271.1348374801296,8078.232469999999,35.47347457031695,7930.400815798999,34.82430998568016,60614.52852839999,266.1730699542432
72,77,1981,229.966,53407.368,232.24027899776485,7401.072000000015,32.183331448996874,60808.44000000001,264.4236104467617,7955.770900000001,34.59542236678466,7812.567023800001,33.97270476418254,59713.88808000001,259.66398545872005
73,78,1982,232.188,53456.916,230.2311747377125,7870.62000000001,33.89761744793017,61327.53600000001,264.12879218564274,8023.685960000002,34.55685031095492,7881.666718508001,33.94519406045102,60242.0386128,259.4537125639568
74,79,1983,234.307,52752.13199999998,225.1410841332098,8219.604000000007,35.08048841904001,60971.73599999999,260.2215725522498,7977.135459999999,34.045655742252684,7839.131016541999,33.45666589791171,59916.92496719999,255.7197393470959
75,80,1984,236.348,52658.88,222.8023084604058,8818.728000000003,37.31247144041838,61477.608,260.1147799008242,8043.32038,34.031683703691165,7906.58393354,33.45314508072841,60432.488664,255.69282864251016
76,81,1985,238.466,51626.232,216.49305142032824,9222.563999999991,38.67454479883921,60848.79599999999,255.16759621916745,7961.050809999999,33.38442717200774,7828.101261472999,32.826907238235215,59832.62110679998,250.90629736230733
77,82,1986,240.651,51604.05600000001,214.43524439956624,9402.707999999977,39.071967288729226,61006.76399999999,253.50721168829543,7981.718289999999,33.16719352921866,7851.616281872999,32.62656827469239,60012.35374679999,249.37504413777623
78,83,1987,242.804,51106.31999999999,210.48384705359047,10511.975999999995,43.294080822391706,61618.29599999999,253.7779278759822,8061.727059999999,33.20261223044101,7932.739427039999,32.67137043475395,60632.40326399999,249.7174810299665
79,84,1988,245.021,49587.48000000001,202.38053064839343,10823.016000000003,44.17178935683066,60410.496000000014,246.5523200052241,7903.706560000002,32.25726186735016,7779.618367008002,31.75082285603276,59462.05121280001,242.6814485811421
80,85,1989,247.342,47670.02399999999,192.72919277761156,10952.160000000018,44.27941878047407,58622.18400000001,237.0086115580856,7669.735740000001,31.00862667884953,7552.388783178001,30.53419469066313,57725.26458480001,233.38237980124688
81,86,1990,250.132,46566.11285714286,186.1661556983627,11995.229809523786,47.95559868199105,58561.34266666665,234.12175438035376,7661.775665555554,30.630929531429626,7546.849030572221,30.171465588458176,57682.92252666665,230.60992806464844
82,87,1991,253.493,46230.316,182.37314639851988,12803.443999999996,50.50807714611447,59033.76,232.8812235446344,7723.5836,30.468626747089665,7607.729846,30.01159734588332,58148.2536,229.38800519146488
83,88,1992,256.894,46147.08,179.63471315017088,13874.579999999987,54.00896867968885,60021.65999999999,233.64368182985973,7852.833849999999,30.56838170607332,7735.041342249999,30.109855980482216,59121.33509999999,230.13902660241183
84,89,1993,260.255,46263.428,177.76191811876814,14548.076824604725,55.89931730266363,60811.50482460472,233.66123542143177,7956.171881219118,30.57067830097066,7836.829303000832,30.1121181264561,59899.33225223565,230.1563168901103
85,90,1994,263.436,46128.164,175.1019754323631,15792.610636057463,59.94856677165408,61920.77463605747,235.0505422040172,8101.301348217518,30.752445938358917,7979.781827994256,30.29115924928353,60991.9630165166,231.5247840709569
86,91,1995,266.557,45927.518412,172.29905203014738,15985.774092042418,59.97131604888417,61913.292504042416,232.2703680790316,8100.32243594555,30.388706490339963,7978.817599406367,29.932875892984864,60984.59311648178,228.7863125578461
87,92,1996,269.667,46459.43068399999,172.2844496508657,16489.669500398646,61.1482661964521,62949.10018439864,233.43271584731775,8235.840607458822,30.54078032335741,8112.30299834694,30.08266861850705,62004.863681632654,229.931225109608
88,93,1997,272.912,46384.013116,169.95959545934224,17559.661693561393,64.34184533315279,63943.6748095614,234.301440792495,8365.964120917617,30.65443850368477,8240.474659103853,30.194621926129496,62984.519687417975,230.7869191806076
89,94,1998,276.115,47733.09658895237,172.87397131250518,18319.856653904277,66.34864695472638,66052.95324285665,239.22261826723155,8641.928049273745,31.298292556629463,8512.29912853464,30.828818168280023,65062.15894421379,235.63427899322303
90,95,1999,279.295,49651.37994380953,177.77396639327424,20102.403580645598,71.97552258595962,69753.78352445512,249.74948897923383,9126.120011116214,32.67555814144977,8989.228210949472,32.18542476932803,68707.47677158829,246.00324664454533
91,96,2000,282.385,50257.966368,177.9767564424456,20535.86923199999,72.72294644545563,70793.83559999999,250.69970288790125,9262.193490999998,32.79987779450041,9123.260588634996,32.3078796275829,69731.928066,246.93920734458277
92,97,2001,285.309019,51340.232820000005,179.9460563845688,20625.23958000001,72.2908783335728,71965.47240000001,252.2369347181416,9415.482639000002,33.000998958956856,9274.250399415,32.5059839745725,70885.99031400001,248.45338069736945
93,98,2002,288.104818,51885.71202,180.09317712972089,21460.64118,74.48900483156793,73346.3532,254.5821819612888,9596.147877,33.307835473268625,9452.205658845,32.808217941169595,72246.15790199999,250.76344923186943
94,99,2003,290.819634,52986.041796000005,182.1955452842637,21000.120204000006,72.21011839936503,73986.16200000001,254.4056636836288,9679.856195000002,33.2847409986081,9534.658352075005,32.78546988362898,72876.36957000001,250.58957872837436
95,100,2004,293.463185,52937.851788,180.39009488702987,22463.676612,76.54683026765349,75401.5284,256.93692515468337,9865.033299,33.61591437440441,9717.057799515,33.11167565878834,74270.50547399999,253.08287127736307
96,101,2005,296.186216,52385.359344,176.8662973296502,23163.249456000005,78.20502172187516,75548.6088,255.0713190515253,9884.276318000002,33.37183090924124,9736.01217323,32.87125344560262,74415.379668,251.24524926575245
97,102,2006,298.995825,54021.542496,180.67657799569605,22973.09150400001,76.83415480466996,76994.634,257.51073280036604,10073.464615,33.69098754138122,9922.362645775002,33.185622728260505,75839.71449,253.6480718083605
98,103,2007,302.003917,52861.05849999996,175.03434731940897,22633.48314716693,74.94433639139498,75494.54164716689,249.97868371080395,9877.202532171,32.705544452163515,9729.044494188436,32.214961285381065,74362.12352245938,246.22900345514188
99,104,2008,304.797761,51958.64332799999,170.46924215430832,23278.23570431521,76.37272540304264,75236.8790323152,246.84196755735096,9843.491673394572,32.295157422086746,9695.839298293651,31.810730060755446,74108.32584683047,243.13933804399068
100,105,2009,307.439406,53566.77558,174.23522988461667,22247.87064045512,72.36505863030166,75814.64622045512,246.60028851491836,9919.082880509544,32.26353774736848,9770.2966373019,31.779584681157957,74677.42652714829,242.90128418719453
101,106,2010,309.741279,53304.26863199999,172.09287959322978,22945.63742355409,74.08001121979639,76249.90605555408,246.17289081302616,9976.029375601658,32.207619881370924,9826.388934967634,31.72450558315036,75106.15746472076,242.48029745083076
102,107,2011,311.973914,54140.42850000001,173.54152405191164,22999.027696098667,73.72099609616292,77139.45619609868,247.26252014807457,10092.412185656243,32.350179719373095,9941.026002871402,31.8649270235825,75982.3643531572,243.55358234585347
103,108,2012,314.167558,56120.589988,178.63267087558418,23395.443503488736,74.46804390760403,79516.03349148874,253.1007147831882,10403.347715136442,33.11401018413379,10247.297499409397,32.61730003137178,78323.29298911641,249.3042040614404
104,109,2013,316.294766,58939.507064000005,186.3436053949752,23321.94140715389,73.73483191673773,82261.4484711539,260.0784373117129,10762.5395083093,34.02692888161577,10601.10141568466,33.516524948391535,81027.52674408659,256.1772607520372
105,110,2014,318.576955,60676.403912,190.46074413009563,25057.43538490284,78.65426231129254,85733.83929690284,269.1150064413882,11216.843974678122,35.20921334274829,11048.59131505795,34.68107514260707,84447.8317074493,265.0782813447674
106,111,2015,320.870703,58777.57099999998,183.1814822931964,24335.35691422097,75.84162931266734,83112.92791422096,259.02311160586373,10873.941402110577,33.88885710176718,10710.832281078918,33.38052424524067,81866.23399550765,255.1377649317758
107,112,2016,323.161011,62300.32136,192.78415167478232,27513.38299762604,85.13831205221115,89813.70435762603,277.9224637269935,11750.62632012274,36.36152233761498,11574.366925320895,35.81609950255075,88466.49879226164,273.7536267710886
108,113,2017,325.20603,65095.02032993751,200.1654776510064,25987.99746095712,79.91240956066258,91083.01779089464,280.0778872116689,11916.694827642048,36.64352357686003,11737.944405227418,36.093870723207125,89716.77252403121,275.87671890349395
109,114,2018,326.923976,66692.076244,203.99873101996045,27208.71682715515,83.22643435351817,93900.79307115516,287.2251653734786,12285.353760142798,37.578625803030114,12101.073453740655,37.01494641598466,92492.28117508782,282.9167878928764
110,115,2019,328.475998,67969.31922799998,206.92324444357112,28271.57210218298,86.06891302354147,96240.89133018296,292.9921574671126,12591.516615698938,38.33314060194724,12402.643866463452,37.75814349291802,94797.27796023022,288.5972751051059
111,116,2020,330.11398,69613.52815199998,210.87724958512808,24881.8158184042,75.37340835551464,94495.34397040418,286.2506579406427,12363.14083612788,37.45112774723409,12177.693723585962,36.88936083102558,93077.91381084811,281.9568980715331
112,117,2021,332.140523,66942.493028,201.54870722594725,25931.38234644257,78.07352777138419,92873.87537444256,279.6222349973315,12150.998694822902,36.58390907881753,11968.733714400558,36.03515044263526,91480.76724382592,275.42790147237145
